F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
230.22,57.54,Europe,-22.28,3162.93,57.88,-26891.31,7.7,535.54,9.69,Low,19.5,-64.62,-249.81,1975.94,-61.68,-7536.6,-13809.56,-3.27,627.66,3458.4,-9.69,4,621.77,19880.55,240.92,1679,2050.6,202.26,-3064.32,2.44,-64.68,192.84,-161.81,776.54,7,22.32
181.96,-15.94,USA,-23.86,2115.33,-60.52,-26012.73,137.74,661.18,7.15,Very low,13.58,-56.13,-193.16,1844.16,-71.64,-26369.04,-19004.12,-9.15,90.24,4213.65,-7.52,4,4355.95,13588.62,235.7,230.24,2503.42,368.97,-6046.44,2.48,-21.25,219.88,-213.25,776.62,5,314.17
252.38,-84,UK,-17.6,1939.26,-5.08,-36792.51,84.54,224.56,4.74,High,21.02,-57.36,-140.26,1437.68,-68.88,-20958.12,-17061.48,3.87,0.12,2630.94,-7.57,1,2195.73,2569.62,218.16,595.14,1448.92,65.85,-5310.39,1.02,-22.53,239.94,-209.79,621.31,4,1174.69
230.5,-67.34,USA,-19.76,4039.5,-4.86,-15272.49,55,765.12,13.42,Very high,16.74,-62.82,-112.76,775.16,-75.48,-21220.54,-16827.34,-7.59,0.09,3583.02,1,6,1352.26,25228.53,242.75,474.14,2608.92,79.29,-6635.43,4.96,-64.57,166.8,-175.85,310.98,5,266.21
264.46,19.02,UK,-19.56,1689.42,7.42,-29435.16,20.24,275.12,7.64,Very low,21.82,-61.86,-151.81,1941.38,-69.99,-10019.22,-16336.38,-0.72,0.18,2057.4,-10.87,3,1008.02,27564.12,236.83,1225.62,2062.26,260.37,-5531.22,0.78,-29.03,192.5,-169.67,340.77,5,-672.78
287.54,67.08,USA,-12.28,3966.42,-14.6,-20340.66,8,1325.7,6.84,Very high,22.44,-70.23,-226.41,1529.82,-67.62,-11449.08,-22659.04,-8.55,0.33,1987.23,-7.45,3,915.13,34207.92,251.26,903.28,3015.62,128.43,-3379.26,1.37,-50.73,102.94,-118.07,1102.2,2,486.77
229.28,-136.36,UK,-7.58,2229.84,0.32,-39276.78,67.26,1173.23,9.23,Low,9.88,-58.92,-233.18,1517.16,-53.25,-7626.76,-21849.92,-5.88,3,2037.12,-4.01,4,2646.62,23510.85,239.87,705.84,2588.3,264.69,-7128.27,0.87,-38.69,108.66,-218.55,-483.43,3,969.81
203.34,319.58,UK,-24.2,3028.14,55.84,-15949.08,79.68,412.21,9.68,Very low,10.62,-66.75,-197.59,2389.68,-72.27,-16923.98,-17520.72,-9.03,94.89,3435.45,-9.16,4,223.71,21952.71,166.33,674.08,1716.56,456.36,-6595.26,5.36,-38.22,272.28,-137.41,1290.67,4,-177.35
200.78,-105.24,UK,-21.98,1932.87,-34.22,-22688.52,81.08,978.46,11.17,Low,14.26,-52.65,-191.63,1896.66,-71.37,-14734.48,-18145.82,0.54,7.59,2709.81,-8.35,1,1665.29,25574.97,211.96,1008.78,313.58,248.64,-7121.19,1.51,-3.76,206.4,-173.45,312.59,4,1432.73
315.58,-45.32,UK,-29.04,601.02,-40.08,-19976.82,108.84,734.79,4.91,Very low,8.52,-72.06,-129.08,1281.16,-48.69,-17194.48,-16907.52,-5.49,0.12,2653.17,-10.43,3,9361.53,1399.29,221.74,695.46,1245.86,201.42,-3730.89,10.09,-41.12,128.36,-128.28,700.63,1,-141.66
215.72,6.12,USA,-16.7,2983.53,147.58,-18388.08,-50.06,284.49,5.67,High,15.7,-61.95,-247.65,2403.4,-70.56,-17160.8,-20233.26,-31.68,16.26,1350.15,-13.51,3,6027.55,10734.78,261.29,237.14,1562.1,290.13,-4590.48,2.98,13.81,194.98,-161.69,339.41,4,427.34
280.46,-13.16,USA,-15.34,2810.37,67.9,-33391.68,27.98,688.65,8.59,Low,9.76,-66.99,-253.32,1717.34,-66.54,-25057.88,-14382.34,1.02,11.34,1465.14,-9.3,2,2410,26132.4,217.51,-154.56,2265.08,124.17,-5999.82,3.26,-61.02,148.4,-224.23,955.18,4,131.54
214.98,215.76,USA,-27.32,2370.12,-11.02,-27530.97,159.74,840.75,12.21,Very low,4.4,-59.76,-197.17,1551.64,-79.74,-25599.4,-28858.12,14.1,82.29,2900.76,-9.83,4,3238.7,19035.03,202.88,1593.36,2307.42,303.18,-5973.36,2.73,46.81,206.76,-233.88,385.59,1,1079.07
74.32,88.92,Rest,-18.04,2015.82,-27.78,-25732.08,147.06,487.24,5.48,High,10.88,-67.5,-158.85,1757.4,-67.26,-15134.46,-16913.3,3.72,0.09,2477.04,-10.77,6,6732.38,41753.82,237.64,1167.5,1553.54,380.13,-5219.7,3.44,9.95,162.32,-142.77,784.98,7,-1396.93
191.1,6.64,Rest,-8.3,1466.43,-26.78,-15989.61,95.32,448.42,8.65,Very low,14.56,-80.19,-195.73,1702.98,-79.23,-12569.06,-26632.2,5.85,3.42,3136.68,-11.74,3,4459.31,18406.29,183.63,379.12,1413.02,393.21,-5603.61,4.72,-78.91,258.38,-167.86,227,4,-1221.68
305.96,6.9,UK,-24.04,1395.21,13.04,-28840.89,16,951.68,4.84,Very low,1.78,-58.44,-153.16,1257.54,-89.7,-22447.22,-27284.62,-2.82,22.02,2119.56,-16.71,9,5228.59,19155.63,279.04,1752.38,1840.94,488.61,-6864.99,0.96,-39.21,122.36,-103.45,743.1,4,782.34
175.32,-88.02,USA,-27.6,5976.9,77.52,-9658.89,180.78,681.89,8.93,High,14.36,-83.97,-199.79,1671.04,-45.66,-17763.08,-23410.78,-22.53,0.03,1606.14,-14.69,5,2622.89,10127.43,271.71,819.88,826.02,287.01,-5960.1,1.02,-11.97,249.86,-123.93,264.39,4,-199.39
256.92,123.6,USA,-5.12,1985.22,-25.62,-32333.01,88.96,994.73,27.04,Very high,7.18,-56.79,-140.03,1061.54,-68.34,-16933.68,-18622.94,0.42,44.52,1138.32,-10.29,9,5329.02,38352.54,225.03,864.02,893.22,177.27,-6065.04,6.5,-75.47,256.38,-173.21,353.41,5,902.12
182.56,193.46,Rest,-31.34,3266.04,-0.1,-46981.11,5.62,939.83,5.53,Very low,11.68,-66.39,-179.66,2071.34,-76.95,-8503.72,-15353.14,-18,3.42,1906.35,-9.5,1,843.45,24948.69,230.69,1020.3,1203.48,482.34,-4390.56,4.53,-129.68,161.16,-167.68,433.68,4,-861.2
215.28,-86.82,UK,-28.74,1646.76,-81.8,-47487.24,58.58,1243.51,12.23,Very low,-0.78,-58.41,-236.16,753.98,-76.02,-11651.24,-14684.52,-13.86,4.17,2570.52,-9.85,2,255.63,19576.11,202.17,887.32,2330.18,441.9,-8116.05,4.18,-55.69,215.52,-180.8,415.23,5,786.39
211.24,-32,Rest,-21.3,3377.25,-129.6,-37981.41,228.78,369.44,9.78,High,18.56,-77.79,-162.01,1656.04,-64.56,-15795.36,-27324.52,-15.15,712.08,1879.08,-11.16,2,246.72,22043.22,235.89,913.92,1619.28,304.23,-6293.22,2.75,-30.36,196.48,-271.14,847.67,5,1719.67
228.76,26.2,Rest,-16.54,271.41,26.38,-14525.97,125.92,485.42,7.41,High,13.28,-64.56,-121.53,2017.7,-54.06,-13989.74,-16710.88,6.72,10.77,3349.2,-16.77,0,79.21,28123.41,157.93,905.4,1669.42,485.82,-3669.24,1.29,-22.01,282.94,-97.38,490.69,2,2290.99
237.56,200.56,Europe,-5.92,3401.1,13.92,-23775.57,0.9,661.23,-0.42,Low,11.28,-58.59,-231.31,2541.04,-68.79,-20849.74,-24313,-22.53,0.3,348.36,-14.01,3,3886.24,19754.61,197.92,376.04,1968.8,369.45,-5281.38,2.17,-38.27,244.58,-152.86,246.11,4,6.74
183.52,51.26,UK,-27.36,2047.41,-3.2,-35940.36,111.64,870.98,12.23,Medium,13.46,-88.47,-190.45,1616.86,-64.95,-27891.92,-17913.56,-2.22,126.39,2015.4,-0.31,6,4234.81,25519.86,225.53,367.74,1441.6,323.13,-7588.62,5.07,-73.07,211.28,-179.27,26.07,4,-628.52
243.44,3.32,Europe,-19.58,3268.29,93.16,-26091.54,97,400.5,5.88,Medium,25.8,-52.65,-318.84,1270.7,-60.45,-13945.86,-18067.32,2.31,0.42,4025.52,-10.13,5,-3131.58,39433.14,183.69,1377.1,1649.6,421.05,-3874.26,2.2,13.7,157.5,-157.34,2.7,1,3391.94
264.36,-83.68,UK,-21.08,2616.81,-167.46,-15921.42,145.22,911.28,13.09,Very high,19.42,-78.51,-259.21,907.3,-79.53,-14296.84,-21980.9,-1.08,0.48,2435.88,-8,4,9111.09,17601.54,219.35,1063.84,2314.66,255.03,-6058.62,4.22,-76.61,162.4,-76.67,944.55,6,-18.58
206.94,-38.74,USA,-21.62,324.18,219.86,-24415.8,63.26,839.31,7.13,Very high,27.5,-55.8,-178,988.26,-76.35,-7698.08,-15183.42,-1.26,3.24,1327.2,-10.14,5,4132.48,24232.83,207.41,-84.46,1868.38,394.89,-7089.81,1.28,-52.58,114.72,-148.58,389.07,5,869.84
143.6,228.86,Rest,-23.6,2480.34,7.1,-27790.95,52.64,431.32,2.01,Very low,18.36,-67.95,-207.62,1101.8,-51.84,-7000.4,-26969.24,-10.41,722.31,2359.68,-8.59,2,6501.17,27007.02,294.93,243.16,1605.36,268.74,-4342.2,4.27,-55.89,180.3,-186.77,720.83,6,1669.01
234.56,322.4,USA,-24.14,944.46,26.38,-7431.9,22.18,713.52,12.22,Very high,20.52,-53.55,-165.38,1632.98,-79.95,-11677.14,-12285.82,-3.24,5.94,2353.56,-12.54,4,8027.25,16768.32,214.44,1250.58,2825.3,290.34,-3179.94,2.68,-58.3,224.4,-144.8,366.46,2,1100.46
290.44,-63.2,Rest,-25.9,2423.55,165.7,-19883.79,155.64,1034.29,1.56,Very low,21.06,-52.05,-118.1,1413.36,-59.7,-13087.62,-25314.06,-4.98,4.71,3005.43,-12.32,3,6699.73,24943.47,171.89,803.26,2770.2,225.12,-5867.22,0.16,-52.71,163.58,-86.5,698.6,3,2301.24
150.08,2.88,UK,-5.56,1581.63,19.48,-16159.95,-39.44,734.27,7.43,Very high,11.62,-72.42,-118.92,1345.52,-75.57,-11694.86,-14341.9,2.64,0.24,3249.18,-11.42,4,6918.66,35904.93,98.73,981.06,1657.8,514.23,-6242.16,15.29,-52.46,166.44,-208.25,369.79,2,424.59
162.18,70.48,Europe,-21.3,5033.73,37.38,-27311.76,105.04,853.42,7.36,Very high,7.12,-52.35,-208.55,587.64,-69.72,-14508.74,-17105.2,-5.91,689.22,1396.68,-13.85,4,1748.43,14006.76,224.03,487.7,1701.24,313.2,-7255.86,4.15,-27.38,168.9,-173.29,370.76,2,3836.44
127.32,77.26,UK,-22.42,5429.91,-3.34,-26272.23,149.08,998.45,9.55,Very high,13.8,-61.62,-202.59,1095.9,-68.88,-20302.84,-15689.94,-11.55,3.75,2409.6,-10.39,4,7199.25,22584.12,192.31,744.08,1620.28,134.79,-6619.65,1.61,-47.23,208.88,-155.85,293.95,4,1518.33
213.32,24.18,UK,-22.8,22.65,4.48,-27379.5,73.34,890.09,8.84,Very high,15.36,-61.65,-189.74,1443.66,-58.5,-19732.86,-19900,-4.68,272.76,2797.47,4.01,3,6163.79,11494.44,198.04,1379.54,1267.54,281.37,-5156.34,2.82,-22.97,274.22,-174.2,511.74,7,1617.22
156.68,132.88,USA,-10.84,1904.28,45.98,-16899.78,15.18,1083.09,3.39,Low,5.36,-62.7,-188.09,1460.72,-115.2,-12914.48,-23541.48,-0.69,0.12,1861.71,-10.33,7,3811.44,24792.12,202.49,465.2,1641.66,200.28,-7705.35,1.25,-57.59,200.36,-161.73,990.96,3,87.73
176.94,310.8,Europe,-23.6,995.55,-106.02,-25952.91,48.9,629.88,21.4,Very low,9.34,-53.37,-133.81,1230.02,-70.11,-13988.12,-14492.8,-6.75,0.84,1485.06,-7.18,6,6593.06,24802.56,231.51,1442.96,2625.12,252.18,-5519.22,5.44,-19.38,157.62,-155.14,734.23,3,494.69
154.98,77.38,Europe,-22.88,2767.47,178.92,-17490.54,47.74,912.26,8.9,High,36.84,-68.31,-168.46,2459.24,-99.12,-14785.66,-17825.14,-18.93,106.95,2235.78,-12.72,3,4736.43,49214.88,266.6,1618.02,2307.6,378.87,-1919.7,7.71,-99.61,243,-182.76,888.6,5,231.59
145,19.9,Europe,-21.26,5821.47,-97.64,-35646.39,34.66,1373.68,9.6,Very high,13.4,-76.44,-173.16,2354.82,-68.7,-15572.04,-20889.14,-7.35,8.4,3798.69,-8.52,6,4878.03,16459.2,250.42,-440.38,2557.76,392.16,-8099.76,1.23,-51.11,337.24,-274,-271.22,5,-111.05
246.86,62.8,USA,-12.76,2927.88,28.32,-16111.89,143.46,1158.73,3.88,Very high,17.44,-83.76,-171.24,1418.98,-60.9,-16757.9,-22388.36,-4.68,198.84,2101.35,-9.25,3,3495.44,32648.91,214.58,601,2725.16,248.82,-6069.93,0.5,-5.58,253.86,-87.98,-121.91,6,194.12
171.72,-51.36,UK,-27.16,1983.21,94.92,-28402.86,130.38,299.65,3.58,Very low,20.66,-58.92,-167.98,1480.52,-69.6,-19942.4,-23465.68,-1.65,1.35,2136.9,-11.53,3,5241.81,23257.65,221.43,1451.62,2591.28,189.72,-6326.85,4.23,-44.85,168.96,-140.32,748.48,7,-108.45
206.76,-87.5,Rest,-17.22,424.53,1.62,-24386.1,62.2,1085.8,13.4,Very high,12.36,-51.3,-171.94,1925.76,-77.55,-13260.8,-17720.54,-21.6,93.15,2899.53,-9.97,4,31.02,12689.43,219.91,450.92,904.86,295.56,-6459.66,1.76,-1.43,223.32,-124.09,729.67,3,2913.15
284.46,139.42,UK,-17.88,4196.82,-18.22,-23918.1,85.58,949.18,3.47,Medium,26.72,-57.21,-200.24,1498.74,-64.8,-16445.22,-17986.22,-21.93,0.15,3024.84,-10.57,9,3166.32,24064.17,221.34,177.32,1897.28,245.07,-7253.73,1.32,-75.98,146.04,-69.14,420.57,4,61.91
193.02,-93.22,USA,-16.06,3464.31,-10.36,-22243.74,131.56,348.37,13.41,Very high,10.52,-56.34,-193.05,1277.1,-77.61,-15936,-24763.3,-4.74,0.66,3767.31,-14.65,5,-2717.9,15374.07,207.43,274,1678.26,219.45,-6001.92,0.83,-20.39,24.2,-236.81,413.1,2,1299.08
249.94,197.34,USA,-19.8,3760.89,-30.78,-25014.09,187.62,1244.14,9.87,High,1.84,-66.96,-145.15,2220.1,-73.98,-17031.7,-16677.72,1.56,13.11,2640.75,-15.46,3,4378.68,32168.88,203.33,1130.94,1180.26,273.27,-6655.74,3.56,18.57,109.92,-178.56,595.06,3,360.55
214.2,196.24,Rest,-15.7,1561.71,-1.42,-17010.54,53.52,733.18,16.4,Very high,24.1,-57.69,-106.34,2406.52,-59.61,-19361.92,-17881.04,-7.56,0.06,1828.98,-11.67,3,3115.97,34873.35,171.65,856.76,1758.7,372.96,-11600.04,7.36,-26.92,199.74,-124.72,641.73,4,28.9
249.22,24.66,UK,-21.56,2102.49,-28.74,-37252.83,206.32,778.06,2.2,Very low,21.14,-72.03,-248.53,1205.74,-62.7,-12316,-10379.96,-2.31,3.24,2228.13,-13.8,1,1386.34,33482.28,263.69,822.52,760.08,266.76,-6777.27,2.05,-62.03,77.82,-168.82,912.13,1,554.7
138.92,111.12,USA,-25.42,2219.55,-11.34,-23518.11,145.02,252.3,11.91,Very low,17.84,-57.09,-173.56,1727.04,-72.51,-20230.04,-14735.7,5.04,44.16,3189.63,-11.61,2,-584.48,22343.31,145.48,-98.58,2467.5,332.01,-5738.34,1.61,84.53,208.8,-190.77,790.96,3,520.18
185.42,84.8,Rest,-22.74,670.5,-15.68,-46301.22,193.42,1098.77,4.58,Low,11.42,-59.61,-199.93,443.14,-64.8,-21766.1,-23625.84,-5.64,5.88,3192.12,-8.71,3,2479.9,16646.58,228.51,953.86,1825.62,328.77,-7727.73,1.64,-18.98,240.48,-159.63,659.01,6,2084.18
216.08,-94.32,Rest,-25.12,1270.26,136.6,-35800.65,159.54,630.66,9.58,High,15.86,-60.54,-186.17,1734.98,-45.51,-18128.12,-30126.18,10.74,0.21,2930.73,-12.65,0,-503.18,11084.76,187.98,1318.96,934.06,387.03,-8950.53,7.84,-26.22,242.36,-146.77,383.37,3,2448.25
270.12,62.64,Europe,-29.22,662.04,13.16,-18467.04,12.92,507.46,11.61,Very low,14.36,-64.47,-166.76,2079.24,-78.42,-16142.98,-20494.14,-2.85,3.24,2699.34,-17.79,5,1957.64,36923.22,229.24,532.9,1933.08,20.25,-6704.58,4.57,5.47,125.66,-221.68,1083.03,3,-44.74
219.24,-19.82,UK,-26.78,3097.35,90.1,-21422.49,23.6,614.27,10.04,Very low,19.46,-58.11,-170.78,1890.88,-74.73,-29140.64,-18009.76,-8.07,6.66,2664.54,-13.02,3,1021.21,25909.74,245.25,312.32,1981.64,316.74,-5350.32,1.01,-22.82,248.92,-151.53,993.58,6,16.59
115.82,54.18,Rest,-24.24,2088.36,-5,-19654.59,0.04,596.5,-1.14,Medium,12.7,-64.92,-178.53,1472.64,-61.68,-17979.76,-10712.46,-0.12,15.96,2559.87,-12.11,2,608.12,5695.68,212.93,1427.94,1150.06,152.13,-5414.37,2.09,-9.55,186.86,-193.6,260.85,5,570.2
265.34,143.14,UK,-17.28,1737.75,21.84,-39265.38,90.72,1295.2,7.36,Low,9.48,-61.32,-144.24,2112.94,-74.49,-28713.76,-20806.68,16.92,1.41,3190.08,-12.32,5,4425.26,38170.83,214.02,1354.52,778.1,275.22,-5190.24,8.83,-42.42,138.3,-191.61,921.35,2,438.98
206.76,31.1,Rest,-8.92,2986.5,17.9,-15144.45,205.38,1083.16,9.32,Low,21.96,-59.31,-210.72,1664.2,-75.36,-31960.36,-18519.28,7.65,0.09,2700.84,13.41,2,216.58,18995.91,342.31,704.9,935.86,400.98,-5176.59,7.61,-54.88,102.86,-141.55,774.2,5,-626.52
305.48,93.46,Europe,-34.46,1304.19,62.66,-28975.59,-62.46,1630.79,12.85,Low,18.9,-59.19,-123.19,2171.22,-66.3,-21028.2,-19106.96,4.86,17.13,2902.95,-7.45,5,3113.96,25035.57,223.86,215.42,1573.96,438.21,-4878.39,4.09,-45.13,183.52,-160.28,503.3,4,406.68
270.48,-158.02,USA,-24.04,2163.36,-48.32,-34223.49,80.32,731.07,10.92,Very high,11.88,-64.95,-299.28,1384.06,-67.59,-21459.06,-22007.58,-4.92,39.96,2555.16,-10.79,3,4659.93,26870.31,203.68,726.32,-135.34,192.99,-4868.85,3,-38.88,264.66,-179.74,247.79,3,1361.76
233.82,25.1,Rest,-22.46,2358.78,-11.36,-15195.27,40.96,513.39,15.68,High,25.58,-60.45,-195.26,1251.58,-82.41,-21096.84,3088.38,-0.9,0.15,2145.78,-15.37,6,1583.12,29839.62,246.5,1157.32,2020.62,583.95,-5114.01,8.48,-1.22,155.3,-151.82,952.94,2,-570.26
205.3,174.38,Europe,-13.18,2138.49,88.34,-41245.08,86.64,555.01,13.37,High,4.88,-57.54,-153.26,696.14,-80.79,-23459.22,-16571.96,-14.52,0.99,1915.77,-21.45,4,706.89,28005.54,127.48,649.22,2651.9,459.03,-6817.26,7.67,-67.24,129.4,-187.75,174.86,2,3525.53
319.32,153.54,USA,-24.9,2259.87,41.64,-21923.43,88.66,585.58,10.61,Very low,7.02,-59.46,-189.96,1925.26,-57.48,-16528,-19738.78,-2.01,6.36,1978.44,-10.2,3,-881.99,28160.28,242.29,553.7,1913.34,288,-5437.17,2.82,-72.74,190.26,-150.77,1124.33,1,503.43
171.6,-33.98,USA,-14.6,3888.09,40.9,-26731.71,89.26,935.55,9.48,Very low,5,-54.36,-159.31,2336.36,-95.79,-19094.02,-16761,-17.7,1.32,1976.91,-9.38,3,-767.37,21347.73,233.18,1049.42,1674.3,416.19,-6999.9,3.05,-61.23,171.34,-173.09,897.83,8,-151.98
168.12,28.06,Rest,-19.12,-639.54,-59.78,-20675.79,173.8,694.8,17.09,High,23.4,-62.52,-142.79,1929.22,-85.32,-9833.6,-17095.42,-1.29,0.18,474.66,-5.61,4,6400.48,26911.17,185.12,2084.2,2060.26,263.49,-6309.96,2.47,-72.46,211.68,15.63,455.41,6,-958.91
260.84,-26.86,Rest,-24.38,3091.47,-85.58,-25032.15,46.58,1453.45,7.9,Very low,13.9,-54.96,-185.22,1215.04,-66.75,-21081.18,-25030.12,17.16,15.27,1353.24,-9.42,1,4011.55,20951.34,213.36,753.2,784.8,394.05,-6130.11,5.54,-35.29,167,-185.58,919.74,5,2348.52
204.68,-27.64,USA,-24.64,2572.23,-382.3,-19772.49,-47.52,738.03,6.19,Very low,5.54,-60.9,-182.1,1890.52,-57.45,-17804.96,-17582.56,-42.51,19.2,2250.87,-18.3,3,4582.94,16014.18,231.48,190.2,1694.06,202.95,-6321.06,2.79,-20.84,218.84,-155.03,858.59,4,204.85
253.64,-44.2,USA,-21.7,2710.86,-52.34,-38439.3,113.74,625.99,8.31,Very low,5.74,-58.59,-192.12,1679.84,-67.71,-22414.58,-27055.18,-35.31,9.21,1540.56,-12.41,3,1180.42,20246.91,227.6,287.8,469.86,305.1,-5714.07,1.59,-44.2,179,-258.7,364.69,4,562.32
105.42,-150.56,Europe,-20.22,1943.31,-24.62,-26920.89,24.16,917.11,1.68,High,19.3,-52.02,-200.16,792.04,-65.64,-13570.2,-2558.14,-7.77,7.59,1956.39,-10.92,3,3741.26,36836.04,244.14,1069.94,1453.32,168.99,-6026.1,5.57,-94.36,218.12,-176.35,153.92,3,3591.33
166.14,32.74,Europe,-14,2058.57,-133.36,-18356.91,85.48,313.69,16.97,Low,16.96,-53.37,-192.79,2303.68,-70.29,-21859.72,-30500.4,19.65,5.67,-218.52,-15.15,5,-1124.15,42461.34,160.92,953.16,1047.08,392.88,-8162.4,5.9,-77.96,126.4,-154.07,719.67,2,2928.41
286.12,-66.04,Rest,-22.44,2070.3,-53.6,-16187.31,161.24,1002.12,10.01,Very low,13.46,-55.14,-249.82,2686.98,-79.62,-8906.82,-8705.14,-10.35,25.02,2877.87,-10.39,3,4848.03,37025.64,228.33,772.42,1587,251.94,-6081.21,6.37,-13.33,194.2,-101.61,636.83,5,-1015.81
145.38,28.92,USA,-16.48,3427.05,-7.96,-36604.47,97.46,789.13,10,Low,16.74,-53.31,-203.64,1447.26,-74.28,-20200.44,-20446.52,-21.6,1516.83,2556.15,-13.61,3,1909,30683.07,228.61,894.2,2053.52,322.53,-6871.23,0.6,-71,128.3,-165.67,272.9,4,1381.59
207.32,18.68,Rest,-20.5,1991.94,-73.78,-27915.24,130.72,660.26,9.41,Low,31.24,-59.43,-158.46,1428.74,-64.53,-9461.58,-5320.18,-52.5,0.06,2091,-11.66,2,3752.42,28134.69,221.68,1393.14,2143.3,198.54,-3936.6,3.47,-20.82,157.34,-140.47,-8.47,5,-1136.93
151.44,-47.36,Rest,-14.28,2457.54,-79.92,-14512.2,89.1,1470.48,15.83,Very low,6.86,-67.59,-170.57,1852.68,-77.04,-27588.4,-12641.58,-1.59,1.29,1175.07,-4.15,5,-710.71,23115,229.09,202.16,2405,250.86,-5546.07,2.68,0.4,141.78,-176.06,931.74,5,-1434.39
276.48,-96.64,Europe,-20.92,1372.56,107.42,-24352.08,32.1,918.84,9.43,High,8.7,-61.29,-178.97,1359.3,-43.59,-21746.04,-17385.56,-9.18,29.7,1563.09,-10.26,7,-1047.22,36467.28,272.25,869.76,996.98,247.92,-5844.72,2.06,-22.92,199.84,-160.57,1097.05,5,1860.22
240.62,125.4,UK,-5.5,1944.66,67.3,-21272.64,74.56,470.23,9.88,Very high,10.22,-66.87,-184.84,2299.26,-77.07,-15478.46,-11289.48,-2.25,10.77,2051.73,-12,2,29.83,27747.57,180.47,-370.6,2856.14,185.49,-3780.51,3.87,-41.25,89.42,-170.29,1236.44,2,850.6
313.9,177.18,USA,-18.06,2542.5,0.98,-23729.85,-18.6,537.96,8.84,Very high,18.28,-71.4,-439.22,1912.12,-66.69,-17671.78,-15590.8,10.92,0.03,1806.21,-10.85,4,3890.16,28894.8,215.35,421.22,1725.52,196.5,-4650.36,5.13,22.4,192.52,-176.39,35.85,4,-102.46
241.8,150.84,UK,-20.42,2657.07,64.66,-35444.49,114.96,920.3,8.88,Very low,22.04,-56.7,-155.87,2858.5,-56.4,-15290.02,-19013.72,-13.44,2.67,3197.16,-11.33,6,-4295.38,14701.53,230.93,747.1,1091.9,193.32,-4857.69,5.24,-88.09,235.92,-165.41,309.97,3,-294.03
259.86,-29.12,Rest,-21.42,2803.32,-27.34,-37750.86,38.84,865.94,9.43,Low,17.76,-63.15,-196.05,638.94,-69.09,-13839.36,-14075.12,-2.55,0,3587.04,-10.6,1,5718.51,33502.56,289.91,886.5,1166.7,251.22,-8671.53,2.1,-59.14,267.76,-113.72,338.02,3,509.89
305.92,-97.38,Europe,-24.68,2443.02,77.68,-25554.45,18.34,868.68,8.46,Very low,21.46,-64.47,-216.72,2522.92,-64.98,-19034.2,-5268.84,-4.14,65.19,2270.04,-17.01,4,4587.36,21145.26,206.61,182.86,791.42,153.57,-3483.36,5.89,-80.21,148.82,-112.93,751.82,3,-102.48
271.84,-58.22,USA,-7.2,-777.63,-27.66,-23415.12,73.06,624.24,12.01,High,16.36,-60.54,-174.52,2582.8,-70.68,-23702.66,-15840.68,6.42,0.03,1780.68,-19.95,5,7492.87,16414.56,214.82,995.72,2318.5,292.71,-4718.64,2.54,-0.06,243.14,-173.98,1194.09,5,-153.39
189.92,24.86,USA,-13.72,975.03,-75.68,-33128.22,55.62,924.55,10.53,Medium,-5.84,-52.95,-211.74,2111.38,-35.28,-18920.42,-19279.2,-2.82,1.53,1227.54,-9.89,0,1810.81,27855.3,243.15,940.82,1966.06,344.67,-6090.15,1.47,-55.13,211.9,-206.08,687.17,2,946.97
203.66,24.76,UK,-18.86,958.5,36.06,-10227.24,163.06,832.56,10.41,Very high,14.72,-57.3,-127.85,2863.52,-66.9,-20334.48,-15994.86,27.57,0.09,3007.77,-4.22,5,689.97,36226.83,210.64,1322.48,1900.54,265.23,-5065.26,3.33,-129.13,192.24,-142.49,469.59,6,-523.09
195.7,-11.86,Rest,-16.94,2379.03,122.36,-25528.32,138.76,947.16,4.05,Very high,18.08,-62.19,-197.6,2252.6,-70.74,-9679.02,-15430.58,-1.32,1.53,1077.09,-10,3,2580.01,11228.28,248.82,-26.34,2027.48,186.24,-4969.53,3.88,24.42,197.48,-154.29,422.35,6,-351.14
286.46,118.08,USA,-20.94,2667.27,115.06,-23473.56,138.58,828.99,8.09,Very high,19.28,-63.81,-163.05,1218.56,-71.64,-17307.14,-12217.18,6.84,4.98,3706.8,-12.68,6,-1061.24,33979.65,215.2,1135.64,1825.26,317.13,-5658.33,0.84,-14.64,184.04,-202.23,1033.1,1,898.88
289.86,-199.88,USA,-29.42,3504.39,111.5,-35012.76,19.6,785.48,11.29,Medium,17.52,-58.05,-190.87,1251.34,-109.32,-16995.28,-23449.78,27.45,2.55,1568.43,-10.59,3,8229.65,21986.01,274.74,1809.96,1071.46,361.35,-5845.02,0.76,-15.53,181.6,-197.71,736.29,5,706.24
183.64,19.94,USA,-25.24,2680.59,-53.78,-19338.21,-11.26,988.62,13.72,Very high,10.78,-63.27,-141.02,1574.64,-66.3,-10348.06,-12865.7,11.73,4.38,1886.1,-10.32,1,7788.45,35766.96,247.91,1026.44,2552.56,368.1,-5274.09,1.66,-29.65,289.08,-215.63,695.86,4,637.24
198.2,67.82,Europe,-17.98,3800.46,2.02,-23655.75,56.64,438.02,4.8,High,5.92,-60.75,-158.44,1758.06,-27.69,-11957.18,-23691.5,-7.17,729.69,1607.07,-6.5,7,6292.1,35936.94,190.48,1003.88,775.64,439.05,-4782.78,3.12,-20.73,190.88,-177.73,866.95,5,3172.43
